mi_attempt_id	colony_name
16639	H-SHANK3-DEL328-EM1-B6N
14667	H-Klf14-DEL5-EM1-B6N
11909	BL5556
12289	BL5216
12290	BL5132
15318	jr29495
15501	CR1166
15497	CR1165
15321	jr29502
15311	jr29804
13273	CR875
13274	CR874
13891	CR882
13890	CR885
14259	CR930
15158	jr29727
15601	jr29743
13619	DABF
14971	jr29522
15552	jr29728
14248	CR888
13275	CR912
13276	CR872
14106	jr27092
14091	jr26953
15476	CR1138
15505	CR1171
14111	jr27203
15389	CR1120
15598	jr29785
14107	jr27200
14115	jr27272
14098	jr27094
15990	CR1334
16086	CR1343
16091	CR1348
16097	CR1354
13822	DABT
13839	DABV
13841	DABW
13845	DABU
13852	DABX
13851	DABY
15538	jr29751
15474	CR1154
13529	RSISB
13794	DNAAB
13967	GGGGB
15745	CASAB
14083	ergab
13788	NDRAB
13531	TSATB
13093	GPRBB
14131	jr27571
15892	jr30127
16159	jr30138
15812	jr30167
14137	jr27606
14141	jr27610
16100	CR1362
15687	jr29801
13791	RNFCB
15080	TCFAB
13893	CR839
15088	KNKAB
13790	DPEAB
14824	FZDAB
14345	TCPR0331_ACGW
15157	jr29277
15969	CR1316
14138	jr27607
15126	jr29340
12018	Krt77_5763
11906	Fxn_5660
11992	Exoc4_5678
11995	Iqcj_5719
11996	Iqcj_5720
12037	Eogt_5784
12064	Zfyve26_5940
13221	Serpina7_6132
14204	jr27794
16430	CR1218
15859	CR1306
15362	jr29557
15899	jr30146
16225	TCPR0619_ADEM
13278	CR953
15980	CR1327
15991	CR1335
16092	CR1349
15149	jr29278
14203	jr27793
12294	BL5180
15361	jr29560
15376	jr29556
14119	jr27444
14078	GFHAB
13787	TTNNB
15163	TASAB
15579	SHRAB
13101	KCNAB
11811	GPRRB
15586	VRSAB
14067	GPDGB
14150	jr27695
14467	jr28308
14328	jr28310
15360	jr29561
15374	jr29562
15483	jr25292
15485	jr25680
13785	TTNTB
15365	ADGNB
14084	GPDPB
13784	NFAEB
14324	jr28322
14329	jr28319
14325	jr28321
14156	jr27694
15329	jr29726
15418	H-Adamts16-DEL923-EM1-B6N
14868	jr27697
15487	jr29570
12268	jr26914
15243	TCPR0446_ACXN
15327	jr29499
15823	CR1194
15639	CR1205
15511	CR1177
15512	CR1178
13960	jr26122
14317	jr27813
14506	jr28354
14132	jr27572
14507	jr28358
15729	CR1274
15727	CR1272
15738	CR1285
15554	jr29854
15320	jr29487
15478	CR1159
15628	CR1196
12288	BL5200
12300	BL5190
13720	IRDCX
15393	jr29613
15618	CR1189
14466	jr28450
14116	jr27327
15373	jr29611
14515	CR1017 lacZ HR
14258	CR1012
15484	jr29610
14250	CR985
14117	jr27568
15536	jr29612
14147	jr27611
14118	jr27443
14143	jr27612
14109	jr27202
14123	jr27477
14093	jr26954
14139	jr27608
14105	jr26839
14154	jr27692
14144	jr27613
14133	jr27573
15537	jr29631
14502	jr28352
14504	jr28514
14468	jr28516
15482	jr29628
15539	jr29630
14870	jr27689
15489	jr29636
15619	CR1192
15640	CR1206
14869	jr27658
15356	jr29634
14510	jr28515
15493	jr29658
15534	jr29659
14072	PRKBB
14448	TASNB
14908	jr27659
15466	jr29496
14149	jr27693
14151	jr27696
14465	jr28323
14327	jr28355
14148	jr27691
15488	jr29635
15378	jr29551
13662	IRLCB
14447	KCNSB
15317	jr29526
14323	jr27816
14364	TCPR0367_ACRI
15312	jr29488
15384	jr29555
15491	jr29688
13571	TPNPB
14822	NADAC
14452	MBDNB
14450	LYSNB
14451	NDTNB
14449	SCNBB
14820	FTBNB
15388	jr29527
14344	TCPR0329_ACGV
14655	TCPR0407_ACVT
15868	MNBAB
15418	H-Adamts16-DEL906-EM2-B6N
15477	CR1157
15664	CR1262
15428	H-GRM7-DEL418-EM1-B6N
8571	BL4092
14598	TCPR0372_ACQF
14597	TCPR0371_ACRG
15169	YTHAB
14940	jr28912
14361	TCPR0366_ACOU
14647	TCPR0383_ACRS
15179	CR1056
15175	CR1035
14251	CR992
14644	TCPR0387_ACRO
14362	TCPR0366_ACSF
14920	jr28894
14363	TCPR0367_ACRE
14938	jr28873
14934	jr28872
14941	jr28871
14933	jr28868
14648	TCPR0384_ACRW
14829	RXPAB
14827	KCTNB
14124	TCPR0357_ACPB
14830	GRMAB
14255	CR994
15173	CR1030
15176	CR1037
15178	CR1047
15177	CR1046
14596	TCPR0370_ACQI
14646	TCPR0381_ACRQ
14357	TCPR0363_ACNC
14720	TCPR0415_ACVW
14651	TCPR0398_ACTG
15225	TCPR0431_ACVX
14350	TCPR0357_ACNB
14359	TCPR0359_ACNL
14365	TCPR0368_ACSD
14811	TCPR0409_ACVU
14652	TCPR0399_ACTF
14356	TCPR0363_ACRK
14349	TCPR0357_ACLX
14812	TCPR0410_ACVK
13718	H-PCDH20-DEL4-EM1-B6N
14814	TCPR0430_ACWB
14825	BBSNB
14821	KCNTB
13085	NPFFB
14964	jr28971
14595	TCPR0369_ACQJ
14354	TCPR0362_ACNJ
14645	TCPR0388_ACRL
14791	TCPR0379_ACSG
14473	TCPR0404_ACUB
14366	TCPR0368_ACSY
14963	jr29001
14973	jr29007
14957	jr28994
14949	jr28989
15043	jr28999
12056	jr26274
11984	jr25733
11832	jr25475
12063	jr26273
12055	jr26272
12060	jr26909
12062	jr27253
15831	TCPR0565_ADCP
12269	jr27254
13222	jr25816
12270	jr26913
14813	TCPR0417_ACWC
11766	GPREB
11775	GPRUB
12549	jr25814
14947	jr28968
14945	jr29008
14961	jr28996
13322	BL2012
11907	jr25732
14944	jr28990
14951	jr28993
14948	jr28992
14962	jr29000
13237	CR804
14946	jr28969
13238	CR812
15052	jr29006
14959	jr28995
15050	jr29002
15186	CR1082
14965	jr28998
15047	jr29004
13235	CR799
15888	jr30194
15428	H-GRM7-DEL430-EM2-B6N
13234	ET11669
13242	CR842
15302	jr28972
14956	jr29029
15068	jr29148
15053	jr29030
15046	jr29003
15683	jr29016
12050	jr26819
15059	jr29039
12271	jr25810
14827	KCTAC
15180	CR1071
12066	jr26820
15041	jr29005
15060	jr29009
12047	jr26911
15735	CR1281
15741	CR1288
15253	TCPR0452_ACYN
15184	CR1080
14960	jr28988
15166	SLGNB
12067	jr26242
15087	PPCAB
15075	jr29133
15237	CR1074
15070	jr29159
13236	CR824
15077	jr29135
15056	jr29147
15064	jr29157
15067	jr29140
15076	jr29158
15065	jr29113
13243	CR825
13239	CR818
13892	CR837
15113	jr29146
15760	H-C4B-DEL348-EM2-B6N
11978	jr25734
12024	jr25927
11993	jr25926
12267	Pcdh12_6033
13285	jr26910
15114	jr29207
15234	TCPR0443_ACXK
12038	jr26034
13446	EKGEB
15170	PBDNB
15410	SLTNB
13662	IRLGC
14822	NADCB
14828	NAIAC
15115	jr29209
13964	jr27474
13963	jr27471
15120	jr29210
15118	jr29217
15882	jr30068
15816	jr30069
13956	jr25817
15239	TCPR0501_ACZS
15242	TCPR0445_ACXM
15250	TCPR0440_ACWY
15821	jr30071
13277	CR821
13965	jr27475
12968	DAAG
15860	CR1308
15874	CR1314
15769	jr30002
12972	DAAE
13962	jr26838
14921	jr28869
12969	DAAH
13258	DAAM
13260	DAAN
13261	DAAP
13590	DAAW
13611	DAAS
13610	DAAR
13613	DAAT
13614	DAAU
13615	DAAV
15889	jr30095
14958	jr29109
13789	TPNNB
13720	IRLDC
13256	DAAX
15132	jr29244
15124	jr29240
15191	CR1085
15071	jr29160
15129	jr29245
15063	jr29126
14095	jr26956
15117	jr29208
15238	TCPR0432_ACXA
16393	TCPR0733_ADHJ
13589	DAAL
12971	DAAQ
13853	DABC
15112	jr29216
14942	jr28893
15061	jr29125
15675	jr29913
15430	TCPR0506_ADBG
15246	TCPR0439_ACXS
15768	jr29949
15128	jr29268
14321	jr27814
14130	jr27570
15049	jr29111
12072	jr26236
15770	jr30096
15035	jr28970
15153	jr29324
15131	jr29267
16481	TCPR0513_ADBH
16234	TCPR0620_ADER
16235	TCPR0643_ADES
16216	TCPR0622_ADEO
15801	TCPR0586_ADEP
15148	jr29276
15073	jr29134
15215	jr29325
15749	OGDNB
15634	TGOAB
15578	GYBAB
15585	ASTAB
15147	jr29329
15813	jr30118
16040	jr30120
15212	jr29279
15074	jr29110
15127	jr29336
15150	jr29280
16219	TCPR0651_ADFG
15900	jr30116
14932	jr29326
16171	jr30317
15057	jr29136
15550	jr29337
15196	CR1091
15214	jr29320
15156	jr29327
15066	jr29112
15300	jr29341
15210	jr29334
15151	jr29335
15305	jr29362
15304	jr29383
15203	CR1099
15386	CR1110
15152	jr29338
15656	CR1236
15301	jr29360
15116	jr29372
15307	jr29409
15199	CR1094
15337	CR1102
15202	CR1098
15130	jr29396
15955	AGSAB
15426	H-CPS1-DEL1032-EM1-B6N
15133	jr29384
15216	H-NR2F6-DEL2475-EM1-B6N
15678	jr29830
15677	jr29816
15652	CR1229
15657	CR1237
15647	CR1245
15648	CR1249
15595	jr29805
12207	BL1171_2
16162	jr30114
15154	jr29404
15658	CR1238
15383	jr29550
15324	jr29571
15240	TCPR0434_ACWN
15426	H-CPS1-DEL1032-EM2-B6N
15207	H-BDKRB1-DEL28-EM1-B6N
16041	jr30115
15894	jr30117
16197	RATAB
15211	jr29405
15471	CR1126
15316	jr29395
15323	jr29406
15527	H-Arl15-Del2-EM1-B6N
7012	BL3476
11477	BL5341
9757	1700086L19Rik <EPD0628_4_B06>
15651	CR1232
15357	jr29569
15245	TCPR0441_ACWP
15231	TCPR0419_ACXO
15204	CR1100
15381	CR1122
15457	CR1127
15555	jr29733
15600	jr29742
15676	jr29829
15385	jr29750
15490	jr29731
15532	jr29729
12420	TCPM0908
13127	CCDNB
16351	CR1430
15742	CR1144
15473	CR1155
15504	CR1169
15359	jr29552
15744	jr29629
15159	jr29494
15213	jr29529
15751	DZLAB
15752	GABAB
16190	RDTAB
16378	ITOAB
15599	jr29793
15728	CR1273
15734	CR1280
15653	CR1230
15650	CR1256
15760	H-C4B-DEL506-EM1-B6N
15244	TCPR0487_ACZR
15475	CR1150
15731	CR1278
15688	jr30128
15909	H-ADPRHL1-DEL1142-EM2-B6N
15681	jr29815
15733	CR1279
15249	TCPR0451_ACXY
15594	TCPR0552_ADCO
15691	jr29917
16070	MSXTB
7778	Gabrb1 <EPD0681_5_B12>
15684	jr29800
15909	H-ADPRHL1-DEL1087-EM1-B6N
16391	PRSAB
15233	TCPR0433_ACWS
15247	TCPR0448_ACZD
15251	TCPR0502_ACZQ
14352	TCPR0362_ACSE
15682	jr29918
15680	jr29814
15805	TCPR0561_ADDA
15802	TCPR0588_ADDB
15825	TCPR0563_ADCV
15807	TCPR0582_ADDD
16212	TCPR0629_ADGP
16324	DNAGB
16325	METTB
16326	MIFFB
16327	NGPPB
15596	jr29916
14080	ILTBC
15413	SSSNB
15172	PABNB
16382	NEKNB
15771	jr29975
16262	TCPR0693_ADGQ
13272	CR956
16039	jr30121
15313	jr30149
15820	jr30067
16214	TCPR0614_ADDN
15168	TMSNB
15584	aklnb
15576	AUKAB
15814	jr30083
15885	jr30085
16316	TCPR0697_ADGS
15883	jr30084
15872	CR1312
15977	CR1324
15881	jr30088
16071	MTPPB
15902	jr30089
15826	TCPR0556_ADDE
15773	jr30003
15828	TCPR0590_ADEL
15772	jr30086
15970	CR1317
15979	CR1326
15983	CR1330
15886	jr30093
15897	jr30148
15817	jr30154
16076	jr30195
16215	TCPR0621_ADEN
16233	TCPR0641_ADEU
16057	jr30246
16074	jr30239
16050	jr30238
16027	H-IKZF2-DEL890-EM2-B6N
16027	H-IKZF2-TM1C-EM1-B6N
15862	MTOAB
15754	AGFAB
16165	jr30240
16175	jr30242
15890	jr30245
16059	jr30241
16164	jr30244
15884	jr30243
15891	jr30168
16239	CR1391
16245	CR1397
15856	CR1307
16199	jr30354
16094	CR1351
16055	jr30235
15863	SASAB
16169	jr30345
16053	jr30351
16075	jr30352
16178	jr30356
16311	TCPR0671_ADFK
16203	jr30375
16170	jr30318
16561	CR1357
16101	CR1363
16103	CR1365
15875	CR1315
16160	jr30344
16102	CR1364
16179	jr30341
15887	jr30353
16202	jr30348
15898	jr30355
16174	jr30377
16052	jr30319
16112	CR1376
16113	CR1377
16117	CR1381
16241	CR1393
16244	CR1396
16248	CR1400
15861	CR1309
15873	CR1313
16038	jr30343
16049	jr30342
16183	jr30350
16051	jr30349
15959	MTGNB
15582	GPAAB
15746	TMFAB
16277	jr30362
16200	jr30376
12967	DAAC
12970	DAAF
16148	H-SLC28A3-DEL738-EM1-B6N
16148	H-SLC28A3-DEL557-EM2-B6N 
16276	jr30432
15740	CR1287
16089	CR1346
16350	CR1423
16367	CR1440
16267	TCPR0683_ADGC
16263	TCPR0692_ADHH
16228	TCPR0676_ADHI
15166	SLGAC
15168	TMSAC
15410	SLTAC
15172	PABAC
15865	STVAB
15818	jr30430
16201	jr30431
15972	CR1319
16246	CR1398
16349	CR1422
16357	CR1431
16358	CR1432
16048	jr30478
16168	jr30521
16275	jr30522
15895	jr30529
16166	jr30530
16177	jr30433
16187	jr30531
16318	TCPR0699_ADGY
16313	TCPR0708_ADGZ
16312	TCPR0672_ADHG
16370	CR1443
16274	jr30618
16398	TCPR0720_ADHW
16399	TCPR0726_ADHX
16506	TCPR0724_ADHZ
16988	TCPR0493_ADCG
16491	jr30646
16438	CR1461
16449	CR1475
16450	CR1477
16563	CR1488
16437	CR1460
16448	CR1474
16452	CR1479
16562	CR1487
16429	TCPR0755_ADIJ
10830	BL5073
16494	jr30697
16056	jr30234
15958	TNLAB
15869	ZPFAB
16281	COPAB
16191	NOSNB
16192	ORINB
15962	RSTAB
16380	FCRNB
16388	EFKAB
15638	CTPAB
16384	PPTBC
16381	IQBNB
16387	FMSAB
16386	STSAB
16497	jr30690
16488	jr30698
16508	TCPR0758_ADIP
16612	jr30726
16614	jr30734
16514	TCPR0756_ADIV
16511	TCPR0740_ADIW
16484	jr30713
16615	jr30818
16493	jr30732
16167	jr30865
16533	H-GCKR-DEL1262-EM1-B6N
16609	jr30728
16603	jr30689
16496	jr30731
9283	MAKCB
16604	jr30730
16610	jr30727
16608	jr30752
16489	jr30733
16606	jr30729
16618	jr30753
16341	H-RNF115-DEL562INS28-EM1-B6N
16314	TCPR0797_ADJV
16619	jr30817
16671	jr30871
16677	jr30869
16611	jr30819
16622	jr30820
16521	TCPR0810_ADKD
16334	H-FAM188A-DEL718-EM1-B6N
16339	H-OTOP2-DEL462-EM1-B6N 
10967	JAX-18954A-C12-2
16674	jr30821
16617	jr30823
16613	jr30866
16680	jr30868
16397	TCPR0790_ADJJ
16522	TCPR0780_ADJT
10961	JAX-14018A-G3-2
10994	JAX-11147A-A9-1
10995	JAX-14012D-G9-1
16492	jr30844
16620	jr30870
16339	H-OTOP2-DEL549-EM2-B6N 
14455	H-Ap3m2-INS1-EM2-B6N
14674	H-Cry1-DEL537-EM1-B6N
15763	H-PKHD1L1-DEL693-EM1-B6N
14667	H-Klf14-DEL10-EM2-B6N
15434	H-Irx3-DEL5-EM2-B6N
15434	H-Irx3-INS2-EM1-B6N
16139	H-TRP73-INS1-EM1-B6N
16139	H-TRP73-DEL31-EM2-B6N
15222	H-WBSCR22-DEL469-EM1-B6N
15799	H-PTTG1IP-DEL466&INS2-EM1-B6N
15190	CR1084
14463	H-Plcz1-DEL1-EM2-B6N
16640	H-SUSD1-DEL23-EM1-B6N
16523	TCPR0781_ADKE
16335	H-FAM188B-DEL684-EM1-B6N 
16640	H-SUSD1-DEL28-EM2-B6N
15921	H-CRB1-REP-EM1-B6N
16334	H-FAM188A-DEL715-EM2-B6N
16335	H-FAM188B-DEL662-EM2-B6N 
16341	H-RNF115-DEL435-EM2-B6N
14463	H-Plcz1-DEL16-INS10-EM1-B6N
16713	jr30886
16711	jr30887
16532	H-FAM63B-DEL355-EM1-B6N
13288	BLA2979
9097	BLA2222
15917	H-WBSCR22-DEL338-EM2-B6N
15917	H-WBSCR22-DEL410-EM3-B6N
6696	Loxl3 (H09)
13400	JAX-HEPD0769_4_E07-1
14227	BLA3258
13740	TCPA0984
12419	TCPM0904
8297	MGCJ
15743	TBCNB
10911	JAX-EPD0205_2_A04-2
13985	JAX-HEPD0723_1_C12-1
10819	BL5060
10927	BLA2517
6362	JAX-EPD0357_3_G04-1
10917	JAX-15144A-C11-2
10918	JAX-13678B-F5-2
10920	JAX-10312B-B2-2
3415	BL880
12924	JAX-EPD0394_1_G07-1
10930	BLA2521
10933	BLA2525
10953	JAX-13685A-B9-2
10958	JAX-10480A-B4-2
5144	BCM-EPD0162_2_B01-1
15777	CKAFB
16423	BRPUS
10959	JAX-17454A-H12-2
16424	BCM-EPD0686_3_F04-1
10969	JAX-12890A-H11-2
10970	JAX-11246A-H7-2
10971	JAX-11486A-F2-2
10973	JAX-11836A-B1-1
10982	JAX-12547A-C9-1
10979	JAX-15747A-C5-1
10986	JAX-14965A-E4-1
10984	JAX-13985A-F4-1
10989	JAX-19803A-B11-1
10987	JAX-10153A-B6-1
10992	JAX-11464A-C4-1
10996	JAX-19742A-F7-1
14392	JAX-12882A-F6-1
14403	JAX-14467A-C5-1
14394	JAX-11588A-A1-1
14400	JAX-14944A-C8-1
14393	JAX-13348A-C10-1
14383	BLA3319
14408	JAX-12666C-E6-1
14397	JAX-11736A-D7-1
14410	JAX-19731A-F11-1
14396	JAX-12016A-C4-1
14401	JAX-15502A-C9-1
16422	BMYLN
16421	BSIGM
16425	BSLCP
6001	TCPA0078
2906	BL1607
14472	BLA3335
15782	ACTRB
3454	BL1129_1
14534	17161A-H2
14536	18909A-B8
14548	JAX-17468-A11-1
14550	JAX-13163A-A7-1
14530	JAX-16791A-G4
14528	JAX-10869A-A2-1
14553	JAX-14720A-C12-1
4385	BL1414
14541	JAX-13142A-H7-1
14542	JAX-12049A-A2-1
14549	JAX-11483A-F5-1
14544	JAX-18938A-E2-1
14529	JAX-11217A-F1-1
14539	JAX-15276A-E3-1
14543	JAX-13675A-C4-1
13804	JAX-DEPD00013_2_G06-1
4379	BL1271
14531	11016A-G7
14535	12639A-D8
14538	JAX-18924A-A2-1
14540	JAX-16754A-H4-1
4478	BL2150
4528	BL2630
4648	UCD-10112C-B9-2
14398	JAX-19252A-D9-1
14581	JAX-11056B-B3-1
14583	JAX-13813A-H4-1
14578	JAX-13759A-A4-1
14585	JAX-15005A-H9-1
14584	JAX-11777A-C8-1
14579	JAX-13150A-G6-1
5302	UCD-10022B-C9-1
5316	UCD-10064A-B12-1
5356	UCD-10073A-F3-1
5422	UCD-10598A-A1-1
5320	ET10010
15789	MADLB
15790	MANBB
11094	JAX-EPD0391_2_A06-1
10159	Cilp EPD0226_2_D02 CreXPD
11102	JAX-12597A-C7-1
11103	JAX-13927A-D11-1
14680	JAX-15653B-B5-1
14679	JAX-16057B-G8-1
14681	JAX-10468A-B5-1
14678	JAX-19201A-H12-1
14690	JAX-15774A-H6-1
14692	JAX-11204A-E2-2
14693	JAX-18995A-G10-2
14691	JAX-13960A-E11-1
14684	JAX-16795A-F1-2
14689	JAX-19163A-F2-1
14694	JAX-15888A-C1-1
14699	JAX-13057A-C1-2
14698	JAX-10995B-E6-2
11421	JAX-10674A-D6-1
4892	TCPM0183
11422	JAX-10977A-E9-1
9172	BL4314
10195	BL4819
10574	BL4988
10451	BL4934
9182	BL4326
9727	BL4587
10955	JAX-18632A-A2-2
10960	JAX-10197D-C11-2
10993	JAX-19023A-F10-1
11423	JAX-10610A-F3-1
9872	BL4652
10941	BL5117
8727	BL4202
10570	BL4984
11105	JAX-19082A-B5-1
9044	BL4344
10361	BL4903
8585	BL4116
12802	JAX-13465A-A2-2
10829	BL5070
10885	BL5098
3673	BL1656
4461	BL2151
3705	BL1699
2542	BL1387
4457	BL1746
10957	JAX-17947A-B7-2
10912	JAX-EPD0151_6_C04-2
10952	JAX-13756A-E1-2
11685	JAX-11890A-C12-1
11686	JAX-13566A-G7-1
11728	JAX-10920A-E3-1
11611	BL5425
11652	BL5444
11760	BL5497
11765	BL5502
11908	BL5555
11892	BL5547
11890	BL5552
11889	BL5545
11950	BL5570
11854	BL5535
11822	BL5520
11894	BL5549
11855	BL5536
11987	BL5593
12040	BL5602
12041	BL5604
12044	BL5609
11975	BL5588
12111	BL5612
12158	BL5644
12112	BL5613
12122	BL5617
12135	BL5628
12114	BL5615
12145	BL5638
12136	BL5631
12199	VG10365B_E12
12201	BL2674
12208	BL2458
14909	JAX-17287A-C4-2
11175	JAX-10664A-A5-1
12198	BL5653
14911	JAX-10209A-A10-2
11176	JAX-10390D-F4-1
11194	JAX-18963A-C1-1
11191	JAX-10523B-G10-1
11188	JAX-DEPD00502_6_A05-1
11190	JAX-13677A-A4-1
11192	JAX-10751E-A4-1
14923	BLA3446
12295	BL5219
12296	BL5146
12297	BL5173
12299	BL5168
12301	BL5226
9205	BL5231
15037	BLA3472
4568	BL2380
15903	BLA3725
7798	BLA2024
8951	JAX-13360A-B7-1
15136	BL5233
6821	BL3210
9119	JAX-14664A-G8-1
9268	JAX-EPD0903_5_B01-1
9331	BL5221
10181	BL4807
10640	BL5039
9836	BL4641
10032	BL4751
10189	BL4814
10421	BL4923
10593	BL5001
8099	BL3935
9979	BL4709
10416	BL4919
9604	BL4539
8878	BL4253
9430	BL4479
10569	BL4983
12768	BL5153
10495	BL4953
10608	BL5013
10879	BL5090
10566	BL4976
2684	BL1512
3783	BL1831
9523	BL4506
10212	JAX-17697A-A5-1
10314	Cib1 HEPD0831_8_A03
10373	JAX-16064A-B12-1
10374	JAX-13664A-C12-1
10371	JAX-13571A-A2-1
10660	BLA2502
10559	JAX-EPD0804_6_E02-2
11533	BL5391
11569	BL5406
11433	JAX-13772A-E3-1
11434	JAX-13234A-G2-1
11428	JAX-11034A-C11-1
11429	JAX-16914A-G8-1
11519	JAX-10621A-E12-1
10963	JAX-EPD0208_6_G02-2
10965	JAX-DEPD00539_6_E09-2
13508	TOOZB
13486	TCPA0959
13482	TCPA0956
13479	TCPM0953
13492	TCPA0961
13478	TCPA0947
13501	DKKLB
13415	JAX-HEPD0617_2_A06-1
13413	JAX-EPD0052_5_G08-1
13511	INHBB
13414	JAX-HEPD0748_8_F07-1
13459	TCPA0916
13458	TCPA0915
13462	TCPM0919
13470	TCPA0935
12697	JAX-DEPD00518_2_H05-1
13440	BLA3021
12663	PPPB
13468	TCPA0933
12658	SYNRB
13451	BLA3029
13469	TCPA0934
13465	TCPA0925
13476	TCPA0950
13467	TCPA0932
13461	TCPA0918
13472	TCPA0937
13552	TCPA0940
12839	JAX-EPD0867_6_E11-1
13646	BLA3060
13649	BLA3062
9439	JAX-19027A-C5-1
14038	JAX-HEPD0616_5_D07-1
14035	JAX-EPD0697_2_A11-1
14006	BLA2902
13983	JAX-EPD0618_5_H10-1
14029	JAX-HEPD0833_1_G03-1
14164	BLA3205
14161	BLA3203
14197	BLA3229
14023	BLA3176
15541	BLA3365
11160	JAX-EPD0855_4_A09-1
16012	EFCBB
12910	AIETB
12286	BL5160
7078	JAX-EPD0727_5_F01-1
7696	JAX-17795A-F9-1
12306	BL5165
7699	JAX-11560A-D8-1
12202	BL1972
12305	BL5172
12287	BL5201
12291	BL5202
12298	BL5235
12302	BL5166
12304	BL5179
12303	BL5245
12292	BL5138
12293	BL5237
8720	JAX-13429A-A5-1
9450	JAX-15324A-A6-1
16013	INOEB
10584	BL4993
16011	DDXWB
7213	JAX-12132A-H9-1
7695	JAX-14596A-D6-1
7921	4933411G11Rik <EPD0802_4_B03>
7671	BLA2010
7735	BLA2017
7563	BLA1988
6923	JAX-15506A-D3-1
7698	JAX-17478A-C8-1
4864	MESH
6482	MFMF
6655	JAX-DEPD00532_6_B11-1
7210	JAX-EPD0754_3_D01-1
11026	9330101J02Rik EPD0460_3_E03
6420	MFLU
6600	JAX-EPD0207_5_B07-1
7013	BL3477
7024	BL3485
7031	BL3487
7032	BL3486
7100	BL3523
7109	BL3530
7129	BL3533
8009	BL3902
4673	MELP
6664	JAX-EPD0478_1_A04-1
6728	JAX-HEPD0744_5_D10-1
8054	BLA2067
7915	Hip1r <EPD0663_1_C06>
11323	BLA2607
12537	BLA2800
6919	JAX-13508A-C5-1
6924	JAX-14579B-G5-1
7141	JAX-13624A-A1-1
4667	MEMS
8115	4930451I11Rik <EPD0468_5_B08>
4961	METG
5681	MFBQ
7201	JAX-EPD0618_1_B03-2
7665	BLA2001
8153	JAX-19295A-E11-1
4734	MENJ
7260	MFWA
6747	JAX-13480A-E3-1
7278	BL3612
7302	BL3628
7303	BL3629
8219	BLA2096
8347	MGCU
4276	MEJT
7439	JAX-EPD0653_2_A06-1
8385	JAX-EPD0694_5_B10-1
4149	MEEY
6151	JAX-EPD0125_5_H05-1
4122	MEGB
4340	MELE
6153	JAX-EPD0815_7_G05-1
6584	MFNG
7261	MFVX
8490	MGDS
4339	MEKG
5095	MEXP
9778	BL4622
10815	BL5063
10816	BL5064
10818	BL5061
10820	BL5059
10808	BL5051
10848	Maml2 HEPD0822_3_A10
10844	Apeh HEPD0817_4_A01
10878	BL5091
10880	BL5092
10883	BL5094
10884	BL5099
10926	BLA2516
10946	BL5119
10948	TCPA0574
10974	JAX-12921A-H2-1
2540	BL1100
11401	BL5324
2672	BL1450
2680	BL1480
2682	BL1487
2687	BL2372
2688	BL1537
2900	BL1579
2901	BL1580
2903	BL1583
2905	BL1596
2907	BL1608
2908	BL1610
3414	BL794
3419	BL865
3460	BL1154
3497	BL1272
3503	BL1298
3517	BL1336
3524	BL1349
3577	BL1469
3594	BL1707
3595	BL1504
3598	BL1503
3602	BL1509
3604	BL1510
3606	BL1514
3611	BL2450
3613	BL1530
3619	BL1546
3639	BL1599
3729	BL1749
3689	BL1682
3691	BL1678
3695	BL1687
3702	BL1803
3715	BL2289
3718	BL1720
3761	BL1792
3742	BL1770
3777	BL1823
3790	BL1843
3801	BL1859
3808	BL1870
3813	BL1883
3850	BL1940
3938	BL2097
4094	Ccl4
11060	BLA2247
4148	MEFB
4154	MEFS
4188	MEFH
4216	Itga (G06)
4207	MEGC
4252	MEJW
4257	MEHD
4288	MEHY
5661	MFBM
4315	MEKN
4352	Prdm15 EPD0114_3_G01
4367	BL817
4374	BL2338
4382	BL1301
4387	BL2440
4391	BL1368
4393	BL2493
4400	BL1436
4407	BL1483
4432	BL2426
4476	BL2430
4450	BL2489
4477	BL2410
4480	BL1977
4491	BL2086
4496	BL2120
4501	BL2226
4521	BL2275
4525	BL2273
4526	BL2277
4513	BL2252
4514	BL2254
4515	BL2259
4522	BL2276
4523	BL2272
4524	BL2274
4533	BL2302
4542	BL2322
4544	BL2327
4545	BL2323
4547	BL2325
4553	BL2344
4554	BL2345
4560	BL2359
4586	BL2400
4587	BL2405
4614	BL2479
4595	BL2425
4596	BL2427
4604	BL2451
4605	BL2456
4607	BL2455
4613	BL2476
4622	BL2496
4633	BL2510
4634	BL2515
4638	BL2529
4640	BL2535
4641	BL2534
4642	BL2533
4644	BL2547
4646	BL2548
4647	BL2558
4660	MEMW
4664	MELJ
4672	MELM
4698	BL1297
4701	BL1541
4703	BL1726
4704	BL1824
4706	BL2475
4725	MENU
4733	MENE
4736	MENV
4738	MEPB
4740	MENP
4772	BLA1534
4756	MENR
4757	MENH
4761	MENY
4786	MEQU
4794	MEQQ
4805	MEQT
4829	BLA1570
4947	METT
4954	MEPV
4958	METY
4979	MEUN
11082	Rnft2 HEPD0725_1_A07
4969	JAX-14613A-D9-1
5001	MEVF
5015	MEVR
5083	MEXJ
5153	TCPA0030
5104	MEXT
5122	MEYL
5132	MEYP
5135	MEYV
5155	TCPA0037
5158	TCPA0049
5159	TCPA0050
5160	TCPA0051
5161	TCPA0052
5163	MEZD
5171	BL2779
5172	BL2799
5311	UCD-10023B-F4-1
5313	UCD-10036B-C3-1
